基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
浙商汇金卓越优选3个月(FOF),009113,1.94亿元（2020-09-30）,11.85%,16.74%,11.88%,--,--,23.35%,宋青涛/庄期瑜,156天,11.37%,156天/240天
